timestamp,mouth_opening_mm
0.0,1.3503074806685282
0.032036447392430195,4.0382504968055795
0.06407289478486039,0.3318028010660353
0.0961093421772906,0.16821724869409382
0.12814578956972078,0.1608788577810147
0.16018223696215098,0.09486075005954059
0.1922186843545812,0.20727676277214638
0.2242551317470114,0.1388074021158104
0.25629157913944156,0.24463169757745115
0.2883280265318718,0.23513628494427743
0.32036447392430195,0.11177776487482842
0.3524009213167322,0.040307284435431225
0.3844373687091624,0.1473893591907784
0.41647381610159256,0.240329960521223
0.4485102634940228,0.1755965071488388
0.48054671088645295,0.10392760735792371
0.5125831582788831,0.21412336912906188
0.5446196056713134,0.17679890907879262
0.5766560530637436,0.08824729716150209
0.6086925004561737,0.14801155826277562
0.6407289478486039,0.19934060138717016
0.6727653952410342,0.1470546546322306
0.7048018426334643,0.12232507049879988
0.7368382900258945,0.08641335180953291
0.7688747374183248,0.1034545076867511
0.800911184810755,0.18945389529261444
0.8329476322031851,0.056186090018904004
0.8649840795956153,0.13747919365177833
0.8970205269880456,0.2279748785352462
0.9290569743804757,0.14101213899491008
0.9610934217729059,0.02836808546540063
0.9931298691653361,0.09965775469205726
1.0251663165577662,0.23313712989715601
1.0572027639501966,0.2606066747335283
1.0892392113426268,0.2867473872663945
1.121275658735057,0.12493685813380077
1.1533121061274871,0.17108733429165837
1.1853485535199173,0.07933794467220572
1.2173850009123475,0.10598055584480987
1.2494214483047776,0.24572215712444354
1.2814578956972078,0.1715151350691842
1.3134943430896382,0.20736261839631712
1.3455307904820684,0.20160467769716908
1.3775672378744985,0.031102980816881107
1.4096036852669287,0.09456257667671039
1.4416401326593589,0.0665618115192412
1.473676580051789,0.06620372895189024
1.5057130274442192,0.10065788109586532
1.5377494748366496,0.07620944569777979
1.5697859222290798,0.10164278991833216
1.60182236962151,0.13137324653944218
1.63385881701394,0.820718738658951
1.6658952644063703,7.3143619251416
1.6979317117988004,10.301947332017495
1.7299681591912306,11.844448131588477
1.762004606583661,11.734396643418624
1.7940410539760911,10.407110157004393
1.8260775013685213,10.497922004222636
1.8581139487609515,9.964051092436192
1.8901503961533817,8.411144098067687
1.9221868435458118,7.733799567056296
1.954223290938242,2.5166635973297873
1.9862597383306722,0.3481736702024668
2.0182961857231025,0.19656449982721863
2.0503326331155325,0.1313394308022101
2.082369080507963,0.3220622163871534
2.1144055279003933,0.17392647410973663
2.146441975292823,0.24430529664832126
2.1784784226852536,0.19833514622835158
2.2105148700776835,0.1018133265606761
2.242551317470114,0.2126342015710276
2.274587764862544,0.27042822524961874
2.3066242122549743,0.2371629565286007
2.338660659647404,0.30502773527901905
2.3706971070398346,0.6068344656005035
2.402733554432265,16.773856513081014
2.434770001824695,18.98416761240225
2.4668064492171253,19.97103183440574
2.4988428966095553,15.929717323548966
2.5308793440019857,14.13685457188069
2.5629157913944156,9.909130543513138
