timestamp,mouth_opening_mm
0.0,0.19489730516147427
0.032319423426753646,0.11908445680696436
0.06463884685350729,0.091607850707111
0.09695827028026094,0.08259180520337907
0.12927769370701458,0.16454310479840714
0.16159711713376823,0.14325911464242272
0.19391654056052188,0.13387789414435416
0.22623596398727552,0.11892797133512567
0.25855538741402917,0.21121717262460754
0.2908748108407828,0.24147826740064876
0.32319423426753646,0.09246817888179125
0.3555136576942901,0.20943287130990296
0.38783308112104375,0.24317315931289196
0.4201525045477974,0.2591785057112662
0.45247192797455105,0.1825162605471883
0.48479135140130464,0.2364867616861375
0.5171107748280583,0.1709353750719637
0.549430198254812,0.2302551835595042
0.5817496216815656,0.24226294301901466
0.6140690451083193,0.24868791831255416
0.6463884685350729,0.23732898585262752
0.6787078919618266,0.2300795000849966
0.7110273153885802,0.16072899940867005
0.7433467388153339,0.22284043567403583
0.7756661622420875,0.190881753462622
0.8079855856688412,0.1968640704054795
0.8403050090955948,0.22967276787857305
0.8726244325223484,0.26168903525214626
0.9049438559491021,0.26323763002878364
0.9372632793758557,0.18719539704478466
0.9695827028026093,0.13904379068683176
1.001902126229363,0.27902445214780935
1.0342215496561167,0.2113730630771818
1.0665409730828703,0.2749929844946843
1.098860396509624,0.2444042411583209
1.1311798199363776,0.286771154064519
1.1634992433631313,0.25025776108469633
1.195818666789885,0.31581871475382767
1.2281380902166386,0.27364873563696396
1.2604575136433922,0.1506743463863941
1.2927769370701458,0.2791481935006682
1.3250963604968995,0.2297489180865096
1.3574157839236531,0.2848769488454395
1.3897352073504068,0.13978776788408534
1.4220546307771604,0.22296290376984046
1.454374054203914,0.20643368209167895
1.4866934776306677,0.18266119724296925
1.5190129010574214,0.17340936055054593
1.551332324484175,0.221530631351251
1.5836517479109287,0.06288355371537654
1.6159711713376823,0.1895704954097348
1.648290594764436,0.20339187089323807
1.6806100181911896,0.22667093753291173
1.7129294416179432,0.22884742881792458
1.745248865044697,0.1851168535887524
1.7775682884714505,0.1425952786475387
1.8098877118982042,0.2622075639068059
1.8422071353249578,0.12917602314873405
