t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
0.7934,0.0798,-0.3049,-1.0095,4.954,-6.519,-6.496,25.98
0.8080,0.1311,-0.3037,-1.0149,5.206,-7.351,-8.198,26.56
0.8159,0.1338,-0.2932,-1.0161,9.198,-12.527,-8.405,26.27
0.8250,0.1089,-0.3040,-1.0076,4.954,-2.847,-5.458,26.13
0.8339,0.0876,-0.2947,-1.0037,4.824,-5.160,-6.893,26.27
0.8476,0.1025,-0.2966,-1.0078,4.443,-6.145,-5.710,25.94
0.8543,0.1047,-0.2979,-1.0085,3.756,-2.893,-3.931,26.13
0.8641,0.0886,-0.3083,-1.0046,3.969,-3.069,-3.748,26.27
0.8726,0.0781,-0.3010,-1.0078,3.626,-4.771,-4.328,26.13
0.8861,0.1038,-0.3032,-1.0142,4.099,-5.000,-4.885,26.27
0.8939,0.1091,-0.2996,-1.0088,2.580,-1.939,-3.695,25.98
0.9029,0.1013,-0.3037,-1.0085,3.519,-3.191,-3.069,26.32
0.9183,0.0901,-0.3030,-1.0107,3.206,-3.473,-3.321,26.32
0.9243,0.0996,-0.3022,-1.0034,2.496,-2.542,-2.802,25.65
0.9362,0.1038,-0.3000,-1.0076,2.847,-2.916,-2.405,26.37
0.9427,0.0999,-0.3047,-1.0088,2.160,-1.557,-1.603,26.37
0.9540,0.0920,-0.3086,-1.0024,2.412,-2.969,-2.000,26.70
0.9637,0.0964,-0.3047,-1.0095,2.962,-3.992,-2.450,26.18
0.9726,0.1028,-0.3042,-1.0027,2.626,-3.534,-2.008,26.13
0.9871,0.1001,-0.3042,-1.0098,2.420,-1.672,-1.702,26.46
0.9959,0.0903,-0.3101,-1.0117,2.519,-3.206,-1.634,25.98
1.0049,0.0950,-0.3054,-1.0042,2.366,-3.840,-2.840,25.94
1.0195,0.1021,-0.3020,-1.0112,1.992,-2.847,-2.168,26.32
1.0241,0.1069,-0.3015,-1.0046,2.450,-2.573,-2.031,26.46
1.0369,0.1008,-0.3025,-1.0093,2.344,-2.198,-1.366,26.56
1.0480,0.0996,-0.3079,-1.0027,2.244,-3.229,-1.573,26.18
1.0547,0.1016,-0.3042,-1.0090,2.122,-2.305,-1.160,26.18
1.0666,0.1038,-0.3062,-1.0149,2.244,-1.985,-0.977,25.79
1.0787,0.0938,-0.3076,-1.0061,2.389,-2.595,-1.191,26.13
1.0881,0.0959,-0.3091,-1.0042,1.573,-2.466,-1.305,26.32
1.0956,0.1035,-0.3052,-1.0164,1.130,-0.702,-1.191,26.80
1.1079,0.0974,-0.3076,-1.0090,2.076,-2.458,-1.221,26.51
1.1158,0.0991,-0.3042,-1.0054,6.183,-9.336,-2.328,26.37
1.1249,0.0984,-0.3091,-1.0061,2.130,-3.145,-1.863,26.51
1.1357,0.1001,-0.3022,-1.0134,2.183,-2.908,-1.382,26.13
1.1436,0.0996,-0.3020,-1.0134,1.519,-1.550,-1.191,26.32
1.1555,0.0957,-0.3091,-1.0054,1.916,-2.229,-1.099,26.51
1.1649,0.1003,-0.3054,-1.0125,2.206,-3.130,-1.534,26.13
1.1725,0.0972,-0.3052,-1.0059,1.038,-1.382,-1.359,26.03
1.1856,0.1001,-0.3074,-1.0146,2.206,-2.656,-1.298,26.27
1.1991,0.0974,-0.2996,-1.0071,2.115,-2.603,-1.076,26.46
1.2026,0.1067,-0.3037,-0.9990,4.160,-9.153,-1.427,26.32
1.2130,0.0986,-0.3054,-1.0098,2.313,-2.626,-1.145,25.98
1.2249,0.0984,-0.3091,-1.0063,2.405,-2.634,-1.374,26.32
1.2380,0.1016,-0.3059,-1.0078,2.260,-2.252,-1.252,26.56
1.2476,0.0986,-0.3059,-1.0046,5.282,-7.695,-2.176,26.32
1.2539,0.1023,-0.3086,-1.0073,2.176,-2.534,-1.153,25.94
1.2640,0.0977,-0.3027,-1.0132,2.405,-2.733,-1.748,26.32
1.2726,0.1018,-0.3059,-1.0073,2.458,-2.977,-1.427,25.98
1.2892,0.1006,-0.3057,-1.0083,2.221,-2.641,-1.580,26.18
1.2974,0.0969,-0.3059,-1.0081,2.435,-2.427,-1.626,26.03
1.3080,0.0962,-0.3022,-1.0042,2.244,-2.656,-1.397,26.13
1.3137,0.0974,-0.3125,-1.0029,4.122,-6.374,-1.840,26.27
1.3266,0.1008,-0.3035,-1.0044,2.008,-2.473,-1.122,26.56
1.3330,0.0974,-0.3066,-1.0051,1.290,-1.198,-1.130,26.03
1.3428,0.0986,-0.3098,-1.0100,2.107,-2.763,-1.214,26.46
1.3560,0.0979,-0.3057,-1.0061,2.336,-2.740,-1.595,26.13
1.3711,0.0999,-0.3022,-1.0063,2.260,-3.237,-1.550,25.98
1.3738,0.0994,-0.3054,-1.0090,2.328,-3.221,-1.412,26.51
1.3856,0.1006,-0.3047,-1.0098,2.191,-2.481,-1.168,26.37
1.3945,0.1003,-0.3032,-1.0093,2.374,-3.198,-0.962,26.27
