t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
0.7937,0.4031,-0.0918,-0.9587,2.588,-3.252,0.290,25.50
0.8056,0.4133,-0.0637,-0.9900,4.321,-4.321,-2.962,25.94
0.8168,0.3274,-0.1624,-0.9465,7.145,-3.977,-3.038,26.37
0.8261,0.3833,-0.1370,-0.9529,9.382,-20.947,-11.702,26.32
0.8331,0.5061,-0.0713,-0.9912,7.214,-9.267,-12.786,26.03
0.8460,0.4412,-0.1174,-0.9409,6.267,-4.275,-2.145,25.98
0.8585,0.4204,-0.0864,-0.9360,7.313,-10.473,-6.313,26.37
0.8637,0.4475,-0.1069,-0.9478,12.328,-20.481,-8.405,26.18
0.8731,0.4785,-0.0803,-0.9497,7.763,-9.855,-8.557,25.74
0.8856,0.4814,-0.0620,-0.9609,7.328,-4.527,-5.290,25.65
0.8978,0.4419,-0.0911,-0.9509,5.863,-2.870,0.237,25.84
0.9026,0.3906,-0.1138,-0.9585,4.947,1.313,-5.786,25.98
0.9181,0.3906,-0.1309,-0.9678,6.305,-8.557,-4.550,25.98
0.9240,0.4087,-0.1050,-0.9670,6.901,-6.084,-7.160,25.84
0.9383,0.4009,-0.0740,-0.9722,7.260,-5.382,-8.595,25.98
0.9461,0.4287,-0.0520,-0.9688,5.412,-6.855,-4.626,26.13
0.9552,0.4646,-0.0750,-0.9773,6.336,-2.634,-6.092,26.13
0.9663,0.4312,-0.0723,-0.9924,6.405,-1.137,-3.870,25.98
0.9784,0.4155,-0.0881,-0.9915,6.427,0.664,-5.618,26.13
0.9874,0.3867,-0.0808,-1.0134,7.824,-2.771,-4.069,25.94
0.9980,0.4141,-0.0713,-1.0161,8.374,-3.931,-3.878,26.18
1.0109,0.4783,-0.0386,-1.0344,6.649,-0.542,0.000,25.79
1.0146,0.4795,-0.0227,-1.0200,3.840,4.550,5.206,25.94
1.0271,0.3882,-0.0935,-1.0039,4.183,3.176,11.458,25.94
1.0357,0.3367,-0.1033,-1.0137,4.786,0.496,7.466,26.18
1.0475,0.3699,-0.1382,-0.9900,3.122,-6.076,9.290,26.32
1.0569,0.4141,-0.1169,-0.9851,2.023,-1.137,8.748,26.13
1.0654,0.4172,-0.1609,-0.9807,0.534,4.893,11.023,25.84
1.0728,0.3584,-0.1475,-0.9705,-2.351,9.603,9.076,25.98
1.0836,0.3411,-0.1458,-0.9778,-2.435,2.511,7.573,26.03
1.0946,0.4023,-0.1328,-0.9827,-4.053,2.603,7.092,25.94
1.1109,0.4050,-0.1821,-0.9795,-7.359,10.176,8.282,26.18
1.1155,0.3867,-0.1887,-0.9602,-7.794,8.550,7.718,26.03
1.1254,0.3706,-0.2073,-0.9534,-10.878,6.168,3.435,26.03
1.1330,0.4160,-0.1741,-0.9487,-13.374,6.718,1.878,25.94
1.1487,0.4077,-0.1995,-0.9614,-20.038,16.916,-0.863,26.18
1.1553,0.3831,-0.2258,-0.9456,-24.023,20.153,-0.916,25.84
1.1673,0.3650,-0.2588,-0.9404,-33.038,24.252,-9.634,25.98
1.1730,0.3643,-0.2678,-0.9336,-38.504,25.092,-12.977,25.74
1.1845,0.3677,-0.3298,-0.9792,-48.420,28.504,-21.366,25.98
1.1991,0.3623,-0.3655,-1.0657,-56.405,28.351,-29.611,26.18
1.2031,0.4041,-0.3218,-1.2239,-62.733,22.275,-38.718,25.79
1.2163,0.5361,-0.1467,-1.5588,-78.916,17.580,-46.672,26.13
1.2274,0.6274,-0.1873,-1.7026,-86.809,21.786,-31.084,26.18
1.2382,0.2737,-0.2988,-1.8420,-108.084,64.084,-1.145,25.98
1.2535,-0.1582,-0.3723,-1.7676,-121.527,50.023,20.382,25.94
1.2562,0.0669,-0.4497,-1.6113,-130.076,10.931,9.336,26.13
1.2656,0.6052,-0.6445,-1.4939,-124.740,8.855,19.649,25.65
1.2801,0.6680,-0.6682,-1.3484,-117.855,55.435,49.420,25.98
1.2826,0.3149,-0.8042,-1.2310,-116.275,65.298,70.153,26.27
1.2964,-0.0403,-1.1345,-1.0254,-93.962,17.725,54.191,26.18
1.3051,0.1516,-1.1958,-0.9170,-73.443,-4.053,32.344,25.84
1.3198,0.3601,-1.1111,-0.8066,-49.191,8.947,43.031,26.03
1.3284,0.2361,-1.1489,-0.7625,-36.878,7.313,41.107,25.94
1.3356,0.0315,-1.2148,-0.6934,-17.611,-13.954,32.458,25.94
1.3435,0.1982,-1.1584,-0.7292,3.489,-40.183,23.870,25.98
1.3553,0.3560,-1.1077,-0.7727,22.450,-28.611,25.031,25.98
1.3692,0.1829,-1.0942,-0.7903,50.168,-37.771,20.962,26.46
1.3736,0.2117,-1.0811,-0.8108,63.885,-56.397,15.275,25.98
1.3847,0.3313,-0.8835,-0.8684,76.221,-49.771,9.244,26.13
1.3948,0.4067,-0.7847,-0.9438,85.573,-47.969,18.634,26.13
1.4029,0.3835,-0.7083,-1.0073,95.481,-45.748,18.374,25.94
1.4164,0.3943,-0.7239,-1.0454,110.557,-50.099,23.672,25.98
1.4250,0.4033,-0.6089,-1.0986,116.244,-44.809,20.405,25.84
1.4367,0.4382,-0.5325,-1.1125,129.344,-48.511,21.038,25.98
1.4466,0.4160,-0.4321,-1.1445,133.321,-42.870,23.511,26.18
1.4580,0.3767,-0.3513,-1.1506,140.282,-51.328,29.145,25.98
1.4650,0.3879,-0.3262,-1.1577,143.511,-51.511,25.069,25.65
1.4768,0.4280,-0.2747,-1.1543,145.534,-53.695,31.656,25.84
1.4865,0.4458,-0.2493,-1.1697,146.840,-44.275,34.344,26.18
1.4950,0.3647,-0.2368,-1.1521,145.275,-43.107,42.290,26.32
1.5049,0.3582,-0.2979,-1.1506,149.038,-51.061,41.885,26.03
1.5152,0.3594,-0.2605,-1.1382,148.122,-53.771,49.725,25.79
1.5272,0.3203,-0.2458,-1.1130,147.679,-46.863,52.015,26.27
1.5328,0.2698,-0.3374,-1.0793,146.038,-52.145,61.313,25.79
1.5463,0.2805,-0.3086,-0.9966,154.359,-67.718,47.313,25.98
1.5548,0.4902,-0.3276,-0.9841,155.046,-62.130,58.725,26.27
1.5671,0.2703,-0.2891,-0.9121,158.206,-47.099,59.924,26.27
1.5727,0.1841,-0.2478,-0.9585,160.160,-51.550,59.931,25.98
1.5888,0.2913,-0.2156,-0.9663,161.420,-63.038,56.313,26.03
1.5985,0.2876,-0.0718,-0.9712,159.000,-69.328,44.252,25.98
1.6080,0.0967,0.0457,-1.0449,151.336,-65.267,47.107,25.94
1.6153,0.3884,-0.1687,-1.0273,149.748,-91.634,40.305,25.98
1.6280,0.5825,0.0996,-1.0837,151.176,-64.771,29.420,26.32
1.6351,0.4800,0.1826,-1.0715,139.672,-48.542,43.672,25.74
1.6446,0.3396,0.2705,-1.0505,135.733,-64.221,15.695,26.13
1.6579,0.6042,0.5237,-1.0840,94.977,-46.573,25.916,26.32
1.6660,0.4988,0.1777,-1.0137,84.809,-35.687,65.595,25.98
1.6726,0.2864,-0.0605,-1.0566,109.244,-53.550,-5.435,26.18
1.6853,0.6892,0.1846,-1.0334,102.656,-74.527,-19.702,25.98
1.6986,0.5803,0.2585,-0.7607,83.130,-12.061,10.603,25.84
1.7048,0.3921,0.2095,-0.7043,76.031,-14.863,-7.924,25.79
1.7151,0.3496,0.3411,-0.7478,71.435,-9.336,-14.427,25.98
1.7249,0.1899,0.3406,-0.6538,46.534,-37.855,14.580,26.13
1.7366,0.4912,0.4727,-0.7598,39.504,-22.878,-7.962,26.32
1.7454,0.3906,0.2639,-0.7244,19.695,-11.389,0.687,26.13
1.7551,0.3032,0.2668,-0.7236,16.702,-7.649,-11.321,25.84
1.7677,0.4011,0.2043,-0.7356,-1.511,-13.160,0.710,25.79
1.7730,0.4529,0.2646,-0.7375,-1.603,-17.061,1.870,25.94
1.7850,0.3579,0.1462,-0.7290,-21.847,9.351,17.634,25.65
1.7981,0.2898,0.0090,-0.7366,-32.031,3.450,18.817,26.13
1.8033,0.3186,-0.1113,-0.7544,-37.382,4.603,14.847,25.98
1.8154,0.3916,-0.1699,-0.7568,-43.076,4.176,4.099,25.79
